"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"10964",188,178,52,62,92,90,107,66,61,98
"10965",10,20,24,3,28,12,3,0,0,6
"10966",56,46,2,447,59,43,25,156,19,60
"10967",128,152,128,163,101,94,127,350,148,37
"10968",130,52,137,78,15,70,40,7,53,34
"10969",1826,765,928,5032,1528,1102,728,856,841,839
"10970",882,643,499,694,640,4463,503,607,483,411
"10971",270,355,432,427,579,199,127,279,265,351
"10972",483,184,235,303,403,275,441,336,120,427
"10973",7,25,10,10,14,7,13,15,6,9
"10974",23,31,11,20,8,41,8,43,30,3
"10975",1543,1450,869,1287,1358,989,1041,1279,1273,7388
"10976",960,724,395,691,651,484,702,663,613,546
"10977",377,450,262,536,395,413,367,629,391,480
"10978",1109,603,729,743,525,1645,773,280,265,330
"10979",818,697,270,1247,365,242,2192,884,519,187
"10980",367,479,168,4,27,57,86,406,271,940
"10981",48,94,46,75,142,14,35,63,9,42
"10982",319,20,20,25,1,17,0,64,18,58
"10983",2,19,7,83,2,48,4,16,35,18
"10984",591,640,205,1758,1297,268,273,598,503,287
"10985",552,627,4077,495,849,405,540,689,4392,419
"10986",8,5,6,6,9,4,4,4,3,4
"10987",4,0,0,0,2,0,0,1,3,3
"10988",3838,2519,1779,2609,3671,2138,1427,2455,2018,1745
"10989",732,553,196,538,540,618,276,717,2802,563
"10990",40,23,25,12,49,60,1,7,16,79
"10991",298,365,298,666,292,397,489,460,257,310
"10992",9,15,0,5,24,15,9,2,16,13
"10993",132,10,18,206,113,68,38,66,63,209
"10994",378,67,11,61,26,32,19,53,58,26
"10995",376,891,503,860,582,418,458,348,116,273
"10996",2058,2077,1427,1997,1621,1298,2377,3076,2700,1376
"10997",1094,809,594,797,1061,971,689,969,686,429
"10998",2,10,0,4,32,0,1,2,0,0
"10999",5040,1036,2703,1832,1929,3001,1551,2642,625,1151
"11000",913,565,271,303,1399,231,374,641,238,395
"11001",72,55,13,28,53,77,11,8,85,58
"11002",177,85,57,83,790,82,139,128,70,111
"11003",0,0,0,4,7,1,0,0,8,0
"11004",267,234,231,134,224,257,243,178,239,143
"11005",940,4505,226,589,378,476,350,538,271,415
"11006",433,101,522,3286,557,976,172,190,339,481
"11007",684,409,403,312,669,315,801,728,291,519
"11008",1309,97,605,218,804,120,652,1357,176,315
"11009",55,99,46,63,31,80,39,131,65,29
"11010",6,18,14,1,3,5,5,0,0,7
"11011",6,12,6,2,12,3,4,3,8,6
"11012",113,499,33,26,62,64,35,123,61,67
"11013",551,250,265,178,466,304,142,450,235,290
"11014",45,18,23,15,24,28,35,50,43,14
"11015",104,106,62,226,145,99,172,60,63,102
"11016",27,8,2,5,1,1,1,3,2,2
"11017",8,0,0,2,0,0,0,0,0,0
"11018",8,6,1,3,1,1,9,0,4,5
"11019",4,4,6,19,10,14,9,8,4,7
"11020",1240,2242,796,1916,2091,1051,1178,1607,833,1466
"11021",382,261,136,1835,307,164,278,1930,206,124
"11022",11,0,2,6,0,1,1,15,2,2
"11023",20,105,16,16,23,19,93,31,14,16
"11024",733,633,425,741,938,551,484,836,443,468
"11025",219,7108,407,755,772,507,170,545,698,267
"11026",135,160,60,106,89,176,112,89,105,25
"11027",1600,923,197,165,553,630,2,1,1614,832
"11028",350,392,265,494,564,296,135,302,372,291
"11029",403,328,198,284,298,320,235,217,286,236
"11030",548,348,158,576,532,302,427,277,367,3917
"11031",47,44,6,42,58,376,28,38,47,24
"11032",403,432,259,633,427,364,790,5223,578,424
"11033",462,27,154,48,49,186,124,181,74,265
"11034",32,17,13,27,27,27,13,24,12,30
"11035",0,0,6,11,6,1,0,1,0,0
"11036",180,152,92,146,1188,115,84,140,149,129
"11037",92,76,79,582,83,185,84,294,18,258
"11038",59,44,61,582,32,54,46,48,48,29
"11039",7,5,2,1,1,3,0,2,1,6
"11040",1004,614,248,889,828,684,349,531,153,415
"11041",4,40,8,18,63,3,8,11,5,4
"11042",17,8,2,4,16,8,6,14,4,1
"11043",2009,1425,1350,1841,1782,1303,1625,1931,983,1102
"11044",15,44,18,8,37,23,68,39,3,15
"11045",589,414,254,893,141,297,372,506,244,277
"11046",9,25,6,10,20,10,14,7,11,10
"11047",4249,243,111,289,283,2150,262,334,184,278
"11048",17,12,6,14,20,11,6,169,16,8
"11049",500,1,560,1196,93,19,0,77,1433,114
"11050",1299,1337,1035,1131,887,616,1206,709,825,1387
"11051",250,103,57,182,149,101,111,146,252,53
"11052",34,33,26,36,24,31,25,22,17,31
"11053",345,197,192,358,468,483,313,335,224,137
"11054",587,705,534,599,601,551,5992,432,389,608
"11055",108,94,116,105,88,120,161,96,58,73
"11056",51,8,10,14,18,10,14,2,11,22
"11057",16,29,10,22,19,34,17,18,124,51
"11058",1,7,3,7,14,8,17,3,0,4
"11059",5,6,1,16,17,28,1,14,13,0
"11060",3281,1116,510,1292,946,1059,1260,1400,856,839
"11061",7,51,101,34,128,18,21,9,7,23
"11062",52,92,114,14,56,12,32,36,22,0
"11063",1198,1109,667,1192,1939,580,646,980,855,754
"11064",5,8,11,8,5,6,7,8,5,9
"11065",1848,1399,998,1655,1517,1537,1304,913,1264,1119
"11066",126,143,59,84,90,59,62,100,60,72
"11067",4827,6243,2583,3651,5540,4293,3716,4025,3286,5135
"11068",602,800,609,759,684,715,651,695,1028,536
"11069",17,16,50,5,0,2,9,5,182,9
"11070",17,4,1,6,11,11,6,13,1,8
"11071",821,1022,1206,816,1886,2452,543,635,461,478
"11072",2586,1719,1937,2565,2501,1785,1568,2857,2552,2046
"11073",6127,706,374,469,786,371,463,651,190,728
"11074",3501,2909,2393,4440,3263,1687,1564,3580,1744,1277
"11075",872,457,297,725,737,590,488,599,534,512
"11076",485,381,135,471,277,368,342,358,250,243
"11077",35,32,13,13,27,11,7,9,44,51
"11078",2,0,7,3,3,0,7,0,0,2
"11079",644,516,379,283,507,151,230,629,181,219
"11080",567,363,310,374,524,314,390,348,142,204
"11081",17,2,5,2,10,3,4,9,1,2
"11082",566,367,5950,1485,424,517,243,613,593,358
"11083",205,692,459,1321,357,327,145,215,392,478
"11084",27,11,6,96,49,28,60,56,29,11
"11085",4,0,8,8,1,1,4,0,0,1
"11086",1955,1622,880,1668,1793,1125,1278,1805,1770,1228
"11087",766,448,104,399,454,180,327,290,115,363
"11088",2,4,0,2,4,0,4,2,2,0
"11089",3793,611,399,568,1490,1443,796,1064,1653,2709
"11090",271,186,213,238,191,218,143,205,236,188
"11091",7,0,0,0,1,0,3,3,0,1
"11092",1627,1162,1047,832,1427,484,821,926,676,1447
"11093",529,287,393,509,401,310,392,2161,313,338
"11094",64,31,28,52,43,35,46,78,41,35
"11095",441,324,309,396,294,307,386,162,259,2553
"11096",9,9,2,2,24,2,5,7,5,14
"11097",2804,666,913,680,1687,863,1043,1556,1996,1192
"11098",65,11,26,40,16,9,9,21,9,7
"11099",5,3,0,1,33,5,0,3,0,0
"11100",564,329,426,392,515,526,297,477,248,168
"11101",20,14,10,16,12,5,14,15,4,31
"11102",1332,409,2308,704,332,1163,425,564,637,603
"11103",1849,1116,785,1527,856,1170,880,12684,914,1571
"11104",8,37,0,7,9,9,12,16,2,15
"11105",266,131,60,29,347,659,61,227,120,80
"11106",59,53,55,35,38,20,43,40,40,69
"11107",277,284,142,198,2898,231,135,243,144,361
"11108",1,2,2,0,2,4,1,0,0,2
"11109",2530,1940,1420,2045,1734,1669,1392,1795,1467,1202
"11110",132,215,101,189,195,185,192,267,91,182
"11111",0,0,0,34,162,414,0,0,0,15
"11112",410,56,14,49,1215,53,40,137,22,31
"11113",12,184,54,86,100,1,95,132,49,44
"11114",898,482,930,780,1421,923,565,679,1266,1285
"11115",808,639,403,538,346,417,441,566,488,408
"11116",12,43,14,43,48,45,38,285,23,32
"11117",6,8,3,1,1,2,4,0,71,7
"11118",5,4,2,4,4,0,6,5,6,4
"11119",8,215,6,13,12,18,26,32,13,16
"11120",331,147,72,154,150,172,1289,143,150,91
"11121",1,2,0,1,8,0,4,3,0,0
"11122",2685,2371,1437,2021,1570,937,1060,1419,960,921
"11123",834,863,370,831,356,976,3417,644,238,333
"11124",133,18,11,16,37,23,22,31,11,42
"11125",102,18,31,55,61,29,30,62,17,15
"11126",555,591,170,801,893,627,437,677,154,606
"11127",304,367,201,262,299,208,257,266,254,159
"11128",8,2,4,10,3,5,1,2,4,3
"11129",57,82,24,42,13,14,22,12,18,29
"11130",1401,1809,1575,1782,1733,1606,1777,1959,1519,1300
"11131",8,8,9,22,9,15,4,2,5,12
"11132",1,2,5,9,18,10,0,0,0,0
"11133",587,579,321,6088,480,326,321,464,553,380
"11134",2699,1153,587,903,861,1005,583,939,1045,589
"11135",887,1119,1538,479,1201,307,1480,1751,1299,865
"11136",250,239,294,218,277,276,35,120,199,237
"11137",103,145,76,169,94,50,80,143,136,90
"11138",2633,2159,1308,3355,4923,4439,2737,2046,1916,2533
"11139",780,635,176,920,799,467,700,552,369,523
"11140",13,3,15,84,1,0,2,1,8,1
"11141",0,29,7,34,51,24,13,6,65,4
"11142",383,286,267,265,282,226,266,340,243,2032
"11143",72,41,77,15,87,68,149,45,106,33
"11144",24,785,19,115,67,104,58,92,16,43
"11145",226,97,111,122,225,95,99,31,62,59
"11146",5444,55050,2898,6573,5799,2602,33210,9576,16371,2576
"11147",475,301,259,439,467,350,156,229,287,158
"11148",325,333,1390,336,391,377,212,185,211,299
"11149",4621,1563,690,2795,3064,1463,1334,795,1240,1607
"11150",224,40,21,32,74,16,33,18,36,30
"11151",120,81,20,22,284,168,91,146,55,40
"11152",62,153,2,86,170,48,52,83,43,58
"11153",2390,2810,1474,2857,3211,8341,1948,3157,1546,1747
"11154",372,489,734,304,507,1190,592,521,421,536
"11155",11,17,8,17,49,19,26,25,4,32
"11156",15,12,5,7,2,2,0,0,6,1
"11157",492,305,190,286,341,501,219,264,270,217
"11158",5,1,3,6,2,2,0,3,0,2
"11159",1,18,2,0,4,8,0,0,7,0
"11160",376,322,251,363,521,274,298,418,309,280
"11161",8,12,8,8,23,6,12,11,3,3
"11162",64,514,180,91,314,190,189,164,339,159
"11163",279,318,54,74,156,123,96,68,84,74
"11164",1735,1620,1923,504,2480,1205,1386,2409,935,2203
"11165",55,63,56,16,67,9,4,481,21,124
"11166",2,0,1,17,0,0,0,0,0,0
"11167",2825,2666,1188,2584,2795,2161,1576,1722,1585,1609
"11168",869,683,410,671,815,911,684,470,338,560
"11169",1018,785,533,996,816,608,860,832,581,583
"11170",0,4,0,3,0,1,16,6,0,1
"11171",4,0,1,0,2,1,2,5,19,3
"11172",27,42,23,18,28,48,35,220,27,20
"11173",1,1,5,1,4,2,0,8,4,15
"11174",7136,8202,5589,5557,4096,5203,5891,7147,3980,7432
"11175",55,119,60,150,50,72,142,64,132,85
"11176",0,0,14,0,0,0,0,2,9,0
"11177",12,3,1,9,3,3,7,1,5,4
"11178",824,2868,262,3193,4059,310,357,600,340,369
"11179",1121,1126,922,1120,1632,1552,944,1571,1264,1048
"11180",285,95,199,158,231,77,118,220,1328,71
"11181",21,19,10,16,17,16,11,33,73,36
"11182",157,160,79,167,107,65,88,117,155,73
"11183",20,18,4,26,9,5,15,18,11,15
"11184",94,77,89,112,100,79,89,706,58,52
"11185",33,4,5,27,4,2,3,71,26,40
"11186",75,76,23,31,93,0,10,13,80,9
"11187",17,0,0,0,2,0,2,0,1,0
"11188",1209,684,345,1355,1080,651,1256,800,372,733
"11189",6758,1508,1166,1191,905,986,1256,1097,444,839
"11190",1325,1367,746,592,1476,976,895,850,1011,763
"11191",28,20,2,26,10,9,31,26,13,11
"11192",50,103,47,104,141,81,48,62,53,50
"11193",103,5,23,8,133,4,26,57,0,87
"11194",107,95,141,189,88,131,344,151,78,88
"11195",880,1169,571,1002,913,439,591,1036,436,751
"11196",3661,3457,1915,4472,2777,1544,2647,3536,2392,2703
"11197",26,9,26,22,14,2,13,20,8,8
"11198",308,128,159,191,590,297,309,237,222,198
"11199",199,152,39,79,745,78,123,268,117,60
"11200",497,377,1940,325,415,265,238,361,178,297
"11201",1,0,4,8,13,4,10,6,4,3
"11202",1769,7891,772,817,547,588,778,710,649,440
"11203",5379,4577,2742,4423,5030,3306,4650,3992,2735,3383
"11204",13,31,2,9,15,63,5,7,11,3
"11205",31030,54081,12101,18453,12574,3740,6255,19077,17862,8363
"11206",349,316,266,346,160,204,176,116,366,140
"11207",377,392,105,371,340,261,201,354,195,127
"11208",1295,117,104,132,141,741,119,183,129,97
"11209",507,42,32,104,68,60,84,93,43,46
"11210",159,236,173,223,226,238,117,252,339,994
"11211",2930,19946,1530,2760,2877,2395,1677,1794,1268,1634
"11212",39,40,18,63,52,51,34,31,408,30
"11213",1,0,0,60,0,791,0,0,0,0
"11214",168,169,168,152,256,131,92,214,141,189
"11215",3504,2610,835,3132,1927,1523,1763,2945,2570,2403
"11216",7,7,5,1,10,4,4,2,3,7
"11217",1642,1731,1941,862,961,840,1561,17296,797,1701
"11218",1443,333,330,634,3053,847,567,524,328,207
"11219",185,394,246,854,834,425,456,818,272,407
"11220",1,32,17,26,44,33,21,59,132,132
"11221",6,5,2,0,39,4,47,2,10,0
"11222",180,161,156,252,432,2805,244,181,282,357
"11223",7442,1093,810,1579,1553,1116,690,1587,993,921
"11224",13887,2415,980,2022,2390,1472,1078,2173,1501,1018
"11225",387,578,411,110,369,187,268,331,381,349
"11226",3544,2486,923,1531,844,2458,1106,1233,1245,12382
"11227",524,320,125,217,485,1885,79,192,306,146
"11228",34,18,11,5,13,26,6,10,12,24
"11229",6288,3790,2840,5499,5845,3537,3060,28650,2112,4508
"11230",810,3819,282,7216,1140,1661,621,901,660,609
"11231",476,317,115,163,233,153,229,218,139,100
"11232",105,30,4,15,11,17,25,4,19,44
"11233",1,61,102,16,5,186,286,17,3,12
"11234",9599,14936,6665,11971,131080,11855,8777,14860,6057,9726
"11235",479,898,199,693,437,336,241,440,459,409
"11236",8,6,1,2,5,2,3,4,6,63
"11237",1616,1337,284,1001,1116,511,615,1185,711,329
"11238",1747,1360,1179,1026,1060,1361,1180,1786,849,648
"11239",1290,985,506,513,506,372,822,522,425,392
"11240",1898,1377,763,876,1518,1138,6952,1019,1208,5960
"11241",1224,2634,1104,1001,11125,1601,1529,1925,8756,1183
"11242",10046,15522,3537,8569,3077,5437,6810,1314,4441,2620
"11243",3,8,10,9,4,4,3,14,2,6
"11244",0,1,0,1,3,0,25,7,0,4
"11245",3,0,0,0,1,0,0,1,4,19
"11246",385,369,185,236,287,252,153,115,217,235
"11247",3853,2870,1938,3692,3070,2209,2859,2177,1911,2066
"11248",245,90,22,110,75,77,49,91,41,40
"11249",589,579,217,688,636,270,394,512,520,310
"11250",6,1,0,5,5,2,1,4,0,0
"11251",982,339,113,131,400,195,760,535,161,113
"11252",2517,36,197,2,167,482,3,221,390,122
"11253",2962,10923,3992,13937,3697,1983,7050,6287,7125,2152
"11254",315,221,157,326,258,189,206,280,152,203
"11255",316,376,137,239,378,440,102,146,245,136
"11256",3287,2648,1511,2448,2381,1785,1745,2213,10617,978
"11257",6244,4541,3803,3872,5058,27801,4394,39717,1934,2637
"11258",1056,920,733,3627,839,767,1072,919,630,692
"11259",3,3,3,6,0,0,2,2,3,0
"11260",38,84,11,4,4,50,68,0,95,29
"11261",628,383,488,967,244,669,634,759,163,314
"11262",24,30,38,89,39,45,20,21,10,26
"11263",523,376,263,522,367,351,356,345,274,325
"11264",3813,2927,2195,3134,3623,2545,2562,3337,13223,2496
"11265",3759,3004,2320,3023,3403,1951,2132,3501,1970,1599
"11266",25,53,34,33,81,10,26,33,35,32
"11267",13,5,5,7,3,5,6,4,2,7
"11268",38,23,2,26,11,194,16,23,12,11
"11269",228,96,65,227,476,110,161,65,127,196
"11270",58,56,45,34,52,32,30,40,17,21
"11271",1823,1872,547,6058,1151,978,692,4010,1696,1000
"11272",1,1,1,3,1,2,2,1,2,0
"11273",136,102,106,216,58,190,63,181,272,97
"11274",883,582,394,753,594,508,478,557,340,517
"11275",0,0,2,3,12,0,0,0,0,1
"11276",735,767,703,7690,1067,634,297,1752,618,554
"11277",9,0,15,6,11,2,0,22,0,1
"11278",29,7,13,70,2,16,3,3,5,9
"11279",20,0,45,4,9,14,14,6,17,1
"11280",6767,4815,3006,5553,4176,4301,3453,5273,3143,3760
"11281",0,0,0,0,1,8,2,32,10,48
"11282",1033,2859,1072,984,708,1085,1662,1756,1281,1289
"11283",519,298,656,763,462,325,439,657,270,353
"11284",26,42,7,235,64,56,28,18,14,27
"11285",80,43,51,59,27,72,43,50,29,79
"11286",13992,8827,5695,10936,13623,11246,9075,8716,4579,4777
"11287",54,33,36,30,66,37,31,64,33,41
"11288",112,46,8,2,60,26,7,27,78,7
"11289",94,177,62,148,94,105,84,136,157,96
"11290",81,98,62,133,750,63,62,90,69,46
"11291",25,64,58,70,102,36,76,75,53,74
"11292",27,2,15,4,1,1,18,7,20,69
"11293",5,14,1,3,14,1,3,1,4,6
"11294",8,12,4,7,1,4,13,1,3,2
"11295",3,1,1,12,2,0,1,1,2,8
"11296",1035,495,324,527,478,554,520,354,397,385
"11297",1,2,0,1,0,2,4,5,1,0
"11298",1053,1755,1214,6529,1265,750,539,1881,232,814
"11299",1636,1751,1119,2408,2445,2007,1388,1564,2092,1017
"11300",2337,2104,758,4037,4028,1070,2671,1927,2868,1467
"11301",3,2,8,6,7,7,10,7,3,6
"11302",264,171,205,230,576,179,207,309,296,141
"11303",16,269,50,27,10,28,139,22,26,43
"11304",2685,1005,384,1604,1047,848,1193,1685,1092,1416
"11305",862,466,341,549,311,560,446,630,240,334
"11306",2558,1064,1285,2185,1202,1812,1309,1482,1276,1600
"11307",165,41,21,14,47,25,28,40,14,20
"11308",4088,9990,5255,6029,4465,3832,5737,7377,3840,5630
"11309",1014,190,155,65,157,88,91,177,83,85
"11310",38,60,0,4,221,2,29,0,2,13
"11311",3,12,3,7,12,10,0,10,2,2
"11312",18594,6845,3541,3348,7794,7503,7680,5499,6141,8154
"11313",3,1,9,0,2,7,6,7,2,1
"11314",8229,3937,3010,9360,5219,7666,3196,7683,6192,3176
"11315",12,10,4,19,4,4,10,27,10,0
"11316",847,563,400,354,516,419,455,1234,485,509
"11317",6204,3382,2087,44710,2827,2956,2999,3552,2537,3193
"11318",24,16,22,16,15,39,46,207,137,22
"11319",24,22,9,1,26,26,2,4,3,22
"11320",423,275,234,237,251,288,185,234,209,179
"11321",12,27,0,14,232,92,0,0,51,0
"11322",4232,1727,1664,725,2897,1288,1259,2055,869,868
"11323",1748,1395,768,1829,1900,8464,1588,1717,1226,11214
"11324",469,636,722,247,503,225,268,418,232,276
"11325",224,237,140,142,149,159,86,222,161,126
"11326",41,147,128,84,30,99,44,65,118,99
"11327",3,1,1,0,1,2,3,2,0,2
"11328",1,5,1,2,4,0,11,2,0,9
"11329",84,192,73,158,27,86,54,131,36,82
"11330",2,4,0,12,8,2,4,1,4,6
"11331",2964,3729,2017,1782,2777,2188,2586,2644,2155,1826
"11332",211,295,158,371,192,198,3979,356,198,198
"11333",1684,1018,1184,1323,1280,1054,720,847,604,1129
"11334",4396,2103,1040,714,1588,1035,1741,3660,1212,1109
"11335",46,47,50,69,60,284,49,26,26,52
"11336",95,77,182,91,60,71,49,40,62,21
"11337",2892,1240,940,1476,1890,15104,1600,574,641,6243
"11338",164,94,26,24,8,289,82,73,63,24
"11339",1084,794,533,1100,737,521,679,705,497,758
"11340",39,11,27,13,19,19,14,36,62,14
"11341",15,1023,6,93,22,13,111,51,21,11
"11342",6,2,4,0,3,1,28,4,0,6
"11343",91,39,54,54,121,68,27,59,72,103
"11344",8,4,21,10,0,3,7,6,25,0
"11345",110,178,116,1004,2084,168,225,102,96,142
"11346",52,0,0,16,2,0,0,0,0,0
"11347",807,7718,3264,1228,754,498,449,1140,563,254
"11348",104,114,70,110,93,82,98,73,593,495
"11349",415,734,492,668,869,844,950,2787,778,463
"11350",3011,1122,1587,1416,16567,1518,1124,17925,1509,935
"11351",3148,1658,2723,2064,4506,775,3945,2824,13277,2050
"11352",86,79,68,172,56,478,73,89,62,59
"11353",42,250,30,25,9,9,18,21,16,0
"11354",10,84,6,15,21,21,32,30,9,24
"11355",36,32,25,46,47,8,34,41,38,33
"11356",19,124,14,83,321,163,63,197,58,73
"11357",875,1146,1194,768,1010,1374,1412,1563,902,374
"11358",163,59,12,73,69,419,49,66,52,23
"11359",16,9,7,5,15,7,10,13,9,13
"11360",171,111,100,123,183,128,73,53,99,82
"11361",44,64,34,43,22,50,17,16,8,16
"11362",8,191,3253,2624,103,0,2,2218,0,119
"11363",304,7276,102,648,227,1723,648,344,150,717
"11364",10084,11025,3752,8202,7634,7470,60533,9252,45753,4809
"11365",21,3,0,4,0,0,1,15,1,6
"11366",0,0,0,4,2,0,3,1,3,1
"11367",2686,3997,1750,5442,3542,2069,1385,968,330,2027
"11368",68369,42875,29712,48358,22442,43245,25492,30924,48853,29173
"11369",639,690,426,3055,2063,603,435,569,385,247
"11370",1621,378,4222,5930,690,236,359,263,219,369
"11371",7,0,112,0,0,2,0,23,8,0
"11372",15,7,0,6,3,2,1,16,18,5
"11373",5,11,14,1,5,6,13,6,11,0
"11374",4284,3098,20240,4811,4729,4933,2076,3857,4189,4124
"11375",78,43,57,84,57,476,46,35,32,45
"11376",29,48,205,45,41,40,34,35,33,30
"11377",2745,1209,2184,1992,2219,668,1035,288,588,714
"11378",4338,2155,1419,3246,3002,1682,1482,2435,15811,1822
"11379",1685,91,49,217,56,598,33,125,293,147
"11380",652,574,367,693,665,569,954,1053,4983,304
"11381",215,160,178,110,194,192,110,194,128,45
"11382",1136,1187,621,6765,490,3498,493,1252,606,261
"11383",1614,1372,492,905,1164,872,648,1088,430,925
"11384",297,276,137,414,220,310,1535,358,125,184
"11385",3610,3955,2572,4198,5813,2009,2752,2848,2981,3608
"11386",2659,1413,1790,2615,3474,919,2335,3070,2261,2024
"11387",52,8,3,62,166,156,43,58,17,32
"11388",780,111,160,677,308,448,213,435,194,236
"11389",87,23,21,3,14,73,16,244,87,58
"11390",455,282,231,406,455,294,234,350,429,231
"11391",3,6,1,2,0,7,7,2,4,0
"11392",75,4,5,2,8,3,0,0,9,4
"11393",9890,6910,3790,7219,7693,5208,4181,5250,4225,5476
"11394",304,300,353,232,305,72,4109,190,340,265
"11395",551,457,375,753,4805,461,322,444,350,416
"11396",4,7,7,13,10,6,14,20,5,4
"11397",336,265,86,326,313,217,85,149,88,188
"11398",307,274,173,290,243,295,1801,315,189,222
"11399",95,70,18,27,32,65,276,67,21,330
"11400",280,316,263,974,192,462,188,278,443,1232
"11401",309,728,139,478,365,449,139,346,269,160
"11402",4473,2338,1216,4186,2509,3085,1229,1949,2451,3312
"11403",569,794,95,346,290,644,41,690,1,68
"11404",101,97,37,45,361,80,10,103,80,42
"11405",8,1,1,3,2,1,2,0,1,3
"11406",9909,673,148,1012,1293,1057,587,1535,518,474
"11407",36,151,44,191,816,14,172,134,315,89
"11408",6,10,3,8,0,5,5,8,4,163
"11409",280,125,188,137,167,1107,128,256,81,191
"11410",19,19,18,25,20,11,16,21,5,7
"11411",1953,1415,732,840,1119,724,788,722,1109,597
"11412",126,417,146,245,167,204,229,255,162,216
"11413",38,61,20,75,27,31,48,44,36,35
"11414",7254,12411,5359,6858,6704,49012,8895,4586,14202,11851
"11415",3580,3914,1362,2770,2523,3219,3025,2040,1954,2463
"11416",1197,815,394,1080,996,804,1070,884,819,650
"11417",305,374,355,338,527,99,185,341,270,193
"11418",3,6,2,3,0,2,2,1,3,0
"11419",8122,24052,23576,53798,23558,14987,28366,15442,18594,14164
"11420",1118,807,307,1143,652,612,703,1256,335,1017
"11421",280,112,135,401,31,1570,690,568,1436,96
"11422",4436,1829,1495,1585,958,17066,1345,1559,1192,1680
"11423",1351,1492,773,2078,1919,876,1406,1353,418,564
"11424",3389,3908,2501,4587,3084,2635,2543,2693,2230,2517
"11425",380,241,472,267,130,612,447,425,272,133
"11426",41,38,36,54,6,64,2,62,1,166
"11427",24,21,7,11,2,8,13,18,191,25
"11428",0,7,1,1,7,3,1,0,0,0
"11429",4154,2522,2284,4967,3853,2878,2262,4045,1650,15179
"11430",1573,2420,776,3939,1256,2229,1683,2352,2117,868
"11431",172470,141591,79868,128741,98824,92950,61089,95319,63071,50566
"11432",62,96,14,95,112,38,77,105,34,40
"11433",742,1581,347,572,565,629,629,1532,446,330
"11434",4728,2855,333,556,757,2984,389,587,496,492
"11435",51,26,6,787,46,22,8,10,26,37
"11436",9,184,18,192,61,32,43,139,75,36
"11437",40,55,14,33,20,31,24,13,23,11
"11438",1500,1805,987,1632,1368,1865,1983,8877,1147,1243
"11439",4,5,0,1,0,0,1,1,23,0
"11440",88,32,5,20,106,14,61,3,17,33
"11441",200,34,74,185,37,9,165,223,37,7
"11442",42,16,7,29,19,18,14,14,2,111
"11443",2,44,2,12,6,8,4,1,2,13
"11444",2,5,1,1,7,3,2,2,4,0
"11445",151,96,43,80,92,87,171,81,42,65
"11446",7,9,10,15,20,12,11,10,9,11
"11447",950,1077,593,1317,1028,922,619,909,1014,882
"11448",1,5,1,3,1,4,5,1,2,3
"11449",3223,3080,4382,6306,5775,2333,2740,3021,4605,5441
"11450",200,248,34,348,178,25,86,130,81,921
"11451",11,6,3,7,7,6,3,6,3,2
"11452",1132,1103,608,1151,978,779,692,692,811,584
"11453",2132,1937,691,1889,2678,1871,1422,1706,1406,1219
"11454",104,136,519,49,211,112,97,115,98,109
"11455",14,24,10,5,10,7,6,84,6,25
"11456",964,939,673,801,6363,747,292,1580,565,919
"11457",58921,7021,3913,3702,5167,4551,3424,3654,4484,2051
"11458",3985,5286,3511,2658,3789,2572,2993,4470,1424,1634
"11459",17,6,0,0,0,1,0,0,18,3
"11460",27,25,1,18,11,1,27,21,10,12
"11461",228,308,140,268,229,238,123,246,184,206
"11462",366,429,227,296,286,270,203,212,277,240
"11463",53,14,9,0,9,25,0,42,1,5
"11464",585,179,133,298,397,420,345,396,383,1664
"11465",1041,158,94,234,155,186,168,157,127,178
"11466",108,127,68,264,164,102,121,289,113,1381
"11467",0,0,17,3,2,0,49,0,14,24
"11468",1,4,0,3,6,2,0,3,5,3
"11469",184,79,88,152,103,52,69,71,100,24
"11470",31,54,15,72,11,37,367,42,14,27
"11471",75,49,57,68,63,54,19,81,48,65
"11472",188,314,306,225,395,90,220,221,180,215
"11473",44,37,26,8,35,35,25,17,21,12
"11474",263,193,77,77,2,98,60,345,61,32
"11475",69,146,48,54,102,69,49,103,46,63
"11476",2998,4037,2106,3730,3032,3015,1616,3049,2121,2108
"11477",27,38,24,31,44,31,21,55,16,33
"11478",1482,180,186,164,146,167,231,125,305,93
"11479",3,2,1,1,3,7,3,2,0,1
"11480",1006,3374,454,306,1049,1133,764,989,473,1385
"11481",2422,468,501,432,4002,505,445,861,542,282
"11482",36,127,57,115,15,95,20,55,7,15
"11483",25702,14849,13732,20343,11616,20189,7646,18654,17721,26020
"11484",1021,559,457,1094,607,634,519,637,662,3729
"11485",183,130,91,307,87,111,90,112,130,68
"11486",1319,693,580,688,969,652,753,744,773,388
"11487",766,483,225,829,769,476,260,2011,469,68
"11488",58,12,18,31,36,40,40,9,58,37
"11489",5346,2541,3871,6609,4497,2898,3824,6010,1703,3006
"11490",104,233,13,216,60,15,160,54,64,26
"11491",158,162,115,110,312,81,65,431,211,110
"11492",1489,659,716,719,419,479,686,9902,708,843
"11493",5485,4178,3318,5917,5132,3646,3394,4050,3665,2146
"11494",44,9,24,24,30,24,9,14,19,13
"11495",1034,717,586,1083,722,799,379,795,620,715
"11496",5,7,14,1,26,2,13,7,7,12
"11497",108,111,47,117,122,95,73,100,40,61
"11498",16,3,42,4,12,4,6,2,3,3
"11499",49,1,27,41,3,4,6,2,7,40
